ClientId,Period,FormularyId,MedId,IndicationName,UniversalStatusRollup,RawStatus
13104,202112,60066,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60068,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60068,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60068,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60068,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60068,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60111,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60111,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60111,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60111,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60111,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60121,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60121,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60121,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60125,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60129,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60131,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60144,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60144,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60144,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60144,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60144,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60155,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60155,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60155,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60155,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60155,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60165,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60165,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60165,588418,Multiple Myeloma,Covered,Tier 3
13104,202112,60165,588421,Multiple Myeloma,Covered,Tier 3
13104,202112,60165,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60165,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60165,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60166,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60166,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60166,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60166,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60166,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60168,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60194,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60198,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60210,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60210,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60210,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60210,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60210,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60222,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60222,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60222,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60222,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60226,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60226,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60226,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60226,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60226,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60269,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60269,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60269,588418,Multiple Myeloma,Covered,Tier 3
13104,202112,60269,588421,Multiple Myeloma,Covered,Tier 3
13104,202112,60269,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60269,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60269,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60273,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60293,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60348,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60355,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60388,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60388,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60388,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60391,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60391,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60391,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60391,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60391,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60409,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60409,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60409,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60410,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60410,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60410,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60410,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60438,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60438,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60438,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60438,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60438,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60448,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60448,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60448,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60448,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60448,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60452,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60452,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60452,588418,Multiple Myeloma,Covered,Tier 3
13104,202112,60452,588421,Multiple Myeloma,Covered,Tier 3
13104,202112,60452,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60452,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60452,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60458,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60461,588418,Multiple Myeloma,Covered,Tier 3
13104,202112,60461,588421,Multiple Myeloma,Covered,Tier 3
13104,202112,60461,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60481,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60481,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60492,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60531,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60531,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60531,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60531,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60542,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60542,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60542,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60542,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60563,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60563,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60563,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60563,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60563,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60565,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60569,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60569,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60569,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60569,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60569,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60576,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60576,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60576,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60576,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60576,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60611,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60611,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60611,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60611,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60626,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60626,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60626,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60626,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60626,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60645,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60645,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60645,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60645,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60645,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60719,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60719,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60719,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60719,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60746,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60746,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60750,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60750,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60750,588418,Multiple Myeloma,Covered,Tier 3
13104,202112,60750,588421,Multiple Myeloma,Covered,Tier 3
13104,202112,60750,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60750,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60750,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60755,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60755,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60755,588418,Multiple Myeloma,Covered,Tier 3
13104,202112,60755,588421,Multiple Myeloma,Covered,Tier 3
13104,202112,60755,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60755,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60755,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60779,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60779,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60783,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60792,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60842,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60842,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60855,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60878,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60878,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60903,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,60907,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,60907,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,60907,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,60907,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,60907,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61055,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61085,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61085,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61085,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61085,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61085,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61087,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61088,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61088,588418,Multiple Myeloma,Covered,Tier 3
13104,202112,61088,588421,Multiple Myeloma,Covered,Tier 3
13104,202112,61088,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61088,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61088,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61092,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61099,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61099,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61099,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61099,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61100,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61100,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61100,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61100,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61137,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61137,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61137,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61137,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61137,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61300,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61300,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61300,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61300,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61300,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61339,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61345,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61347,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61396,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61396,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61396,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61396,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61396,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61404,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61421,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61421,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61421,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61465,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61476,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61476,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61476,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61476,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61476,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61477,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61477,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61477,588418,Multiple Myeloma,Covered,Tier 3
13104,202112,61477,588421,Multiple Myeloma,Covered,Tier 3
13104,202112,61477,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61477,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61477,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61478,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61478,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61478,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61478,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61478,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61485,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61489,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61489,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61489,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61489,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61489,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61495,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61495,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61495,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61495,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61495,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61496,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61497,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61497,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61497,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61497,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61497,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61507,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61508,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61512,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61512,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61512,588418,Multiple Myeloma,Covered,Tier 3
13104,202112,61512,588421,Multiple Myeloma,Covered,Tier 3
13104,202112,61512,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61512,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61512,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61513,588418,Multiple Myeloma,Covered,Tier 3
13104,202112,61513,588421,Multiple Myeloma,Covered,Tier 3
13104,202112,61533,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61533,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61533,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61533,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61533,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61536,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61536,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61536,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61536,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61543,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61543,588418,Multiple Myeloma,Covered,Tier 3
13104,202112,61543,588421,Multiple Myeloma,Covered,Tier 3
13104,202112,61543,588501,Multiple Myeloma,Covered,Tier 3
13104,202112,61543,588502,Multiple Myeloma,Covered,Tier 3
13104,202112,61543,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61686,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61686,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,61691,573941,Multiple Myeloma,Covered,Tier 3
13104,202112,61691,588362,Multiple Myeloma,Covered,Tier 3
13104,202112,61691,589926,Multiple Myeloma,Covered,Tier 3
13104,202112,64189,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64200,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64200,594548,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64201,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64201,594548,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64202,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64202,594548,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64203,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64203,594548,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64204,594548,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64214,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64215,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64216,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64217,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64224,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64225,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64226,594548,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64228,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64233,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64234,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64242,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64243,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64259,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64262,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64265,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64269,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64270,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64271,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64274,594548,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64275,594548,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64283,594548,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64289,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64345,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64347,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64350,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64350,594548,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64351,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64352,593247,HER2-/HER+ Breast Cancer,Not Covered,Not reimbursed
13104,202112,64189,573941,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64189,588362,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64189,588501,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64189,588502,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64189,589926,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64191,573941,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64191,588362,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64191,588501,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64191,588502,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64191,589926,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64192,573941,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64192,588362,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64192,588501,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64192,588502,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64192,589926,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64198,573941,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64198,588362,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64198,588501,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64198,588502,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64198,589926,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64199,573941,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64199,588418,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64199,588421,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64199,589926,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64200,573941,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64200,588362,Multiple Myeloma,Not Covered,Not reimbursed
13104,202112,64200,588418,Multiple Myeloma,Not Covered,Not reimbursed
